id,brand,category,rating,number_of_reviews,love,price,value_price,exclusive
1773183,CLEAN RESERVE,Perfume,4.5,87,5500,98,98,0
1773209,Tatcha,Face Oils,4.5,146,37400,95,95,0
1773340,Marc Jacobs Beauty,Color Correct,4,157,15800,42,42,0
1773373,Bumble and bumble,Shampoo,3.5,50,4000,31,31,0
1773381,Bumble and bumble,Shampoo,4,120,6600,34,34,0
1773399,Bumble and bumble,Hair Primers,4,221,12800,28,28,0
1773415,Bumble and bumble,Hair Styling Products,3.5,279,17600,31,31,0
1773449,Bumble and bumble,Hair Styling Products,3.5,119,3900,31,31,0
1773456,CLEAN RESERVE,Perfume,4.5,16,1800,98,98,0
1773506,SEPHORA COLLECTION,Makeup & Travel Cases,4.5,43,12300,24,24,1
1774041,SEPHORA COLLECTION,Mirrors & Sharpeners,5,86,9200,14,14,1
1774108,SEPHORA COLLECTION,Brush Cleaners,4.5,276,21400,15,15,1
1774124,Dr. Dennis Gross Skincare,Decollete & Neck Creams,3.5,17,3700,75,75,0
1774272,Juicy Couture,Perfume,4.5,61,6500,79,79,0
1774280,Juicy Couture,Rollerballs & Travel Size,5,10,2900,27,27,0
1774819,CLINIQUE,Eye Creams & Treatments,3.5,951,47200,27.5,27.5,0
1774827,CLINIQUE,Moisturizers,4.5,31,2100,55,55,0
1774850,CLINIQUE,Moisturizers,4.5,5,795,55,55,0
1775006,tarte,Eye Palettes,4.5,3000,290900,39,39,0
1775055,Acqua Di Parma,Cologne,0,0,259,120,120,0
1775105,SEPHORA COLLECTION,Face Brushes,5,232,28500,40,40,1
1775139,SEPHORA COLLECTION,Face Brushes,4.5,183,21400,34,34,1
1775154,Josie Maran,Moisturizers,4,838,32600,42,42,1
1775287,CLINIQUE,Foundation,4,277,15500,28.5,28.5,0
1775451,Marc Jacobs Beauty,Blush,4.5,1000,43500,42,42,0
1775576,Marc Jacobs Beauty,Highlighter,4.5,2000,33100,42,42,0
1775915,AMOREPACIFIC,Sheet Masks,3.5,16,3200,90,90,0
1776129,Urban Decay,Color Correct,4,1000,120300,29,29,1
1776145,Bio Ionic,Hair Dryers,4.5,127,6300,295,295,0
1776202,Bobbi Brown,Concealer,4,67,7600,35,35,0
1776798,tarte,Makeup,4.5,1000,125100,19,19,0
1777432,tarte,Lip Liner,3,316,19900,18,18,0
1777671,Too Faced,Eye Primer,4.5,6000,94000,22,22,0
1777689,Too Faced,Eye Primer,4.5,634,52700,22,22,0
1777705,Too Faced,Face Brushes,4.5,247,39200,36,36,0
1777879,KENZOKI,Lotions & Oils,4,8,790,43,43,0
1777887,KENZOKI,Exfoliators,4,8,910,29,29,0
1777929,CLEAN RESERVE,Rollerballs & Travel Size,3.5,7,1000,24,24,0
1778240,FOREO,Facial Cleansing Brushes,4.5,145,13100,169,169,0
1778257,FOREO,Facial Cleansing Brushes,4.5,90,6100,169,169,0
1778265,FOREO,Facial Cleansing Brushes,4.5,157,14200,169,169,0
1778273,FOREO,Facial Cleansing Brushes,4.5,41,6500,169,169,0
1778299,FOREO,Facial Cleansing Brushes,4.5,832,56900,119,119,0
1778331,Kate Somerville,Face Serums,4,66,7100,98,98,0
1778349,Kate Somerville,Face Wash & Cleansers,4.5,729,42800,38,38,0
1778398,SEPHORA COLLECTION,Hair Removal,4,408,29700,9,9,1
1778844,Tatcha,Eye Creams & Treatments,4,126,30000,85,85,0
1778851,Tatcha,Night Creams,4.5,199,38200,110,110,0
1778950,Dr. Dennis Gross Skincare,Face Serums,4,87,12400,88,88,0
1778968,Dr. Dennis Gross Skincare,Facial Peels,4.5,160,13300,88,88,0
1778976,tarte,Face Wash & Cleansers,4.5,1000,47500,25,25,1
1778992,tarte,Moisturizers,4.5,1000,66200,39,39,1
1779065,tarte,Face Brushes,4.5,106,25800,24,24,1
1779271,tarte,Lip Balm & Treatment,4.5,1000,116700,19,19,1
1779511,Guerlain,Face Primer,4,403,49500,74,74,0
1779784,MAKE UP FOR EVER,Cheek Palettes,4.5,154,17700,45,45,1
1779958,Prada,Perfume,4.5,101,8400,126,126,0
1779982,Hourglass,Highlighter,4,350,54700,40,40,0
1780519,Eve Lom,Lip Balms & Treatments,3.5,24,2900,22,22,0
1780543,Dior,Moisturizers,4.5,46,5300,165,165,0
1780600,Dior,Eye Creams & Treatments,4.5,20,4800,72,72,0
1780667,Bobbi Brown,Mascara,3.5,408,6000,31,31,0
1780857,Bobbi Brown,Lip Liner,4.5,262,21300,29,29,0
1780899,Bobbi Brown,Face Masks,4.5,30,5100,54,54,0
1780907,Bobbi Brown,Face Masks,4.5,16,2100,54,54,0
1780915,Bobbi Brown,Face Masks,4.5,21,4000,54,54,0
1780956,LANCER Skincare,Face Serums,3.5,51,2000,95,95,0
1781285,MILK MAKEUP,Mascara,3.5,285,12100,24,24,0
1781434,SEPHORA COLLECTION,Hand Cream & Foot Cream,4.5,956,56200,5,5,1
1781624,MILK MAKEUP,Eyebrow,4.5,245,14700,18,18,0
1782069,MILK MAKEUP,Highlighter,4,289,27100,28,28,0
1782085,MILK MAKEUP,Moisturizers,4,1000,81500,26,26,0
1782093,MILK MAKEUP,Face Oils,4,212,30100,26,26,0
1782101,MILK MAKEUP,Face Oils,4,159,13300,38,38,0
1782259,Benefit Cosmetics,Makeup,4.5,2000,58000,17,17,0
1782267,Benefit Cosmetics,Makeup,4.5,67,17900,17,17,0
1782515,FOREO,Eye Creams & Treatments,3.5,50,6700,139,139,0
1783174,Lancôme,Makeup,4.5,42,6500,15,15,1
1783224,Smashbox,Face Primer,4.5,475,24800,42,42,0
1783380,Smashbox,Lipstick,4.5,1000,97300,21,21,0
1783554,Smashbox,Color Correct,3.5,462,20900,25,25,0
1783653,BECCA,Foundation,3.5,1000,39000,44,44,0
1783786,NUDESTIX,Lipstick,4.5,59,0,26,26,0
1783794,NUDESTIX,Lipstick,4.5,200,29600,26,26,0
1784404,Viseart,Eye Palettes,4.5,20,9200,80,80,1
1784495,DevaCurl,Hair Accessories,4.5,152,17700,20,20,0
1784537,DevaCurl,Shampoo,3.5,84,5100,46,46,0
1784552,DevaCurl,Conditioner,4,42,4200,46,46,0
1784578,DevaCurl,Shampoo,4,323,12100,46,46,0
1784594,DevaCurl,Conditioner,4,269,14200,46,46,0
1784636,Briogeo,Hair Masks,4,2000,103000,36,36,0
1784644,Briogeo,Shampoo,4,139,8900,24,24,0
1784651,Briogeo,Conditioner,4,170,8700,24,24,0
1784669,Briogeo,Leave-In Conditioner,4,425,17400,20,20,0
1784677,Briogeo,Hair Styling Products,3.5,130,8600,20,20,0
1784685,Briogeo,Shampoo,4,407,20000,24,24,0
1784693,Briogeo,Conditioner,4,227,12800,24,24,0
1784701,Briogeo,Hair Styling Products,4,290,12600,20,20,0
1784776,First Aid Beauty,Eye Creams & Treatments,4,186,21000,36,36,0
1785005,bareMinerals,Mascara,3.5,224,12100,20,20,0
1785021,bareMinerals,Eyeliner,3.5,59,3500,19,19,0
1785229,SK-II,Moisturizers,4,129,12700,235,235,0
1785526,Shiseido,Face Serums,4,8,1900,100,100,0
1785542,Shiseido,Face Sunscreen,3.5,154,7600,42,42,0
1785666,philosophy,Night Creams,4.5,116,9700,49,49,0
1785690,Miu Miu,Perfume,3.5,301,10300,126,126,0
1785708,Miu Miu,Rollerballs & Travel Size,4.5,51,4100,30,30,0
1785716,Miu Miu,Lotions & Oils,5,2,1000,52,52,0
1785773,Drybar,Conditioner,4,101,7700,23,23,0
1785807,SEPHORA COLLECTION,Face Masks,2.5,687,23600,3,3,1
1785856,Drunk Elephant,Face Serums,4.5,1000,118000,48,48,1
1786565,shu uemura,Hair Oil,5,4,1100,28,28,0
1786599,Atelier Cologne,Perfume,4.5,64,3300,140,140,0
1786672,Reverie,Hair Styling Products,4.5,17,1400,36,36,0
1786797,SEPHORA COLLECTION,Makeup & Travel Cases,4.5,29,9000,100,100,1
1787134,tarte,Mascara,4,1000,29000,23,23,0
1787159,tarte,Lip Gloss,4,291,46300,20,20,0
1787290,T3,Hair Straighteners & Flat Irons,4.5,178,13600,89,89,0
1787555,HUDA BEAUTY,False Eyelashes,4,293,57900,23,23,1
1787589,SEPHORA COLLECTION,Foundation,4,1000,55700,20,20,1
1787993,Origins,Face Masks,4,84,,30,30,0
1788041,Maison Margiela,Perfume,4,315,,130,130,0
1788058,Maison Margiela,Perfume,4.5,864,,130,130,0
1788173,Drybar,Hair Dryers,4,182,,135,135,0
1788397,Fresh,Moisturizers,4.5,1000,,42,42,0
1788421,Gucci,Perfume,4,21,,80,80,0
1788454,Gucci,Cologne,4.5,3,,76,76,0
1788520,shu uemura,Hair Styling Products,0,0,,39,39,0
1788538,shu uemura,Hair Styling Products,4.5,145,,39,39,0
1788546,shu uemura,Hair Styling Products,5,4,,39,39,0
1788553,shu uemura,Hair Styling Products,5,1,,39,39,0
1788587,shu uemura,Hair Styling Products,4.5,7,,33,33,0
1788595,shu uemura,Hair Styling Products,5,9,,39,39,0
1788801,Dior,Face Primer,4.5,95,,46,46,0
1788819,Dior,Setting Spray & Powder,4.5,48,,52,52,0
1788827,Bumble and bumble,Hair Styling Products,4,224,,31,31,0
1788835,Bumble and bumble,Hair,3.5,11,,17,17,0
1788843,T3,Hair Dryers,4,95,12600,150,150,0
1788991,SEPHORA COLLECTION,Perfume,4,56,5500,17,17,1
1789122,Benefit Cosmetics,Face Primer,3.5,456,20200,32,32,0
1789403,Too Faced,Liquid Lipstick,4,2000,276000,21,21,0
1789635,Too Faced,Makeup,3.5,13000,67900,13,13,0
1789874,Caudalie,Moisturizers,4,125,9100,76,76,1
1789999,Algenist,Color Correct,4,269,14600,38,38,0
1790039,Algenist,Face Wash & Cleansers,4.5,26,2300,38,38,0
1790153,Marc Jacobs Fragrances,Perfume,4,21,1700,62,62,0
1790161,Marc Jacobs Fragrances,Perfume,4,37,2000,62,62,0
1790179,Marc Jacobs Fragrances,Perfume,4,34,3100,62,62,0
1790245,Dior,Moisturizers,5,4,1000,140,140,0
1790534,Anastasia Beverly Hills,Eyebrow,4,3000,182300,23,23,0
1790633,Anastasia Beverly Hills,Highlighter,4.5,2000,221600,40,40,0
1792555,Anastasia Beverly Hills,Lip Balm & Treatment,4,240,27900,16,16,0
1792662,Hourglass,Sponges & Applicators,3.5,15,3600,22,22,0
1792688,Hourglass,Face Primer,3.5,196,10700,44,44,0
1792951,Algenist,Face Primer,4.5,83,3800,36,36,0
1794023,Marvis,Teeth Whitening,4.5,24,1800,10.5,10.5,0
1794056,Marvis,Teeth Whitening,4,17,1500,10.5,10.5,0
1794189,Juliette Has a Gun,Perfume,4.5,32,1800,145,145,0
1794221,DOLCE&GABBANA,Cologne,4.5,15,1700,134,134,0
1794254,DOLCE&GABBANA,Perfume,4,105,11000,96,96,0
1794379,Comptoir Sud Pacifique,Rollerballs & Travel Size,4,29,3300,26,26,0
1794478,SEPHORA COLLECTION,Mascara,3.5,1000,18000,12,12,1
1794585,AERIN,Perfume,4,91,8000,130,130,0
1795087,Guerlain,Face Primer,4,110,17800,74,74,0
1795236,Guerlain,Bronzer,4.5,356,22500,54,54,0
1795327,tarte,Self Tanners,4.5,417,18900,39,39,1
1795897,Josie Maran,Foundation,4,1000,51400,45,45,1
1796119,HERMÈS,Perfume,4.5,28,2000,131,131,0
1796143,HERMÈS,Perfume,4,7,484,131,131,0
1796317,Atelier Cologne,Bath & Shower,0,0,279,20,20,0
1797539,Givenchy,Lipstick,4.5,234,48900,34,34,0
1797562,Givenchy,Lipstick,4.5,114,0,34,34,0
1797752,Givenchy,Eyeliner,4.5,63,8400,27,27,0
1798057,Origins,Face Serums,3,136,7100,24,24,1
1798073,CLINIQUE,For Face,4.5,44,9100,29.5,29.5,0
1798479,Viktor&Rolf,Cologne,5,26,1800,120,120,0
1798560,Shiseido,Face Oils,4.5,7,1700,188,188,0
1798586,St. Tropez,Self Tanners,4.5,26,3100,25,25,0
1798891,Clarins,Self Tanners,3.5,34,2300,40,40,0
1799022,St. Tropez,For Body,4,108,5700,30,30,0
1799048,MAKE UP FOR EVER,Eyeliner,4,836,63700,21,21,1
1799618,Klorane,Hair,4.5,6,2100,10,10,0
1799832,Ralph Lauren,Perfume,4.5,20,2700,48,48,0
1800135,Supergoop!,Lip Sunscreen,4,60,8300,22,22,0
1800150,Clarins,Lip Balms & Treatments,4,400,52200,26,26,0
1800242,Clarins,Face Sunscreen,4,61,5800,45,45,0
1800259,Clarins,Night Creams,4.5,53,5800,58,58,0
1800267,Clarins,Moisturizers,3.5,17,1600,55,55,0
1800275,Clarins,Moisturizers,3.5,65,3100,55,55,0
1800564,Chloé,Perfume,4.5,7,1800,115,115,0
1801497,Christophe Robin,Shampoo,4,98,9000,38,38,0
1801505,Christophe Robin,Shampoo,4,21,2600,40,40,0
1802099,OUAI,Hair Oil,4.5,696,45500,28,28,0
1802107,OUAI,Hair Styling Products,3.5,1000,55700,26,26,0
1802123,OUAI,Hair Styling Products,4,313,25400,26,26,0
1802149,OUAI,Hair Styling Products,4,161,15800,24,24,0
1802172,OUAI,Beauty Supplements,4,152,11600,28,28,0
1802321,CLINIQUE,Face Serums,4,109,7800,44.5,44.5,0
1802339,Benefit Cosmetics,Face Brushes,4.5,142,28700,24,24,0
1802354,CLINIQUE,Makeup Removers,3.5,285,13800,15.5,15.5,0
1802370,HUM Nutrition,Beauty Supplements,4,237,10200,39,39,0
1802412,Sol de Janeiro,Body Lotions & Body Oils,4.5,5000,193500,45,45,0
1802420,Sol de Janeiro,Bath & Body,4.5,5000,70000,20,20,0
1802438,Sol de Janeiro,Hand Cream & Foot Cream,4.5,244,23100,27,27,0
1802636,SEPHORA COLLECTION,Face Wipes,4.5,61,0,8,8,1
1802644,SEPHORA COLLECTION,Face Wipes,4,98,0,8,8,1
1802651,SEPHORA COLLECTION,Face Wipes,4,3,0,8,8,1
1802669,SEPHORA COLLECTION,Face Wipes,4.5,79,0,8,8,1
1802677,SEPHORA COLLECTION,Face Wipes,4.5,3000,224700,8,8,1
1802677,SEPHORA COLLECTION,Face Wipes,4.5,81,0,8,8,1
1802693,Estée Lauder,Face Serums,4.5,16,18600,178,196,0
1802909,Drunk Elephant,Value & Gift Sets,4.5,503,46700,16,16,1
1803030,Estée Lauder,Face Wash & Cleansers,4.5,55,4400,47,47,0
1803147,Armani Beauty,Makeup,4,148,3300,42,42,0
1803592,Maison Margiela,Rollerballs & Travel Size,4.5,184,13400,30,30,1
1803766,Yves Saint Laurent,Lotions & Oils,4.5,85,10300,60,60,0
1804129,Chloé,Perfume,5,4,1900,115,115,0
1804343,TOM FORD,Perfume,3.5,81,3500,128,128,0
1804368,Juliette Has a Gun,Rollerballs & Travel Size,4.5,336,21500,28,28,0
1804459,Anastasia Beverly Hills,Face Brushes,4,317,43600,25,25,0
1804467,Anastasia Beverly Hills,Eye Brushes,4.5,36,16900,18,18,0
1804665,John Varvatos,Cologne,5,12,853,72,72,0
1804731,REN Clean Skincare,Eye Creams & Treatments,3.5,67,5800,46,46,0
1805647,SEPHORA COLLECTION,Lip Stain,4,205,16900,14,14,1
1806132,SEPHORA COLLECTION,False Eyelashes,3.5,889,60300,20,20,1
1806306,SEPHORA COLLECTION,Brush Cleaners,4.5,637,62000,9,9,1
1806306,SEPHORA COLLECTION,Brush Cleaners,4.5,2,0,9,9,1
1806553,Too Faced,Eye Palettes,4.5,2000,207200,49,49,0
1806579,Too Faced,Blush,4.5,879,82300,30,30,0
1806587,Too Faced,Bronzer,4.5,276,25700,30,30,0
1807791,NARS,Makeup,4.5,92,95900,20,40,1
1807809,Bio Ionic,Curling Irons,4.5,53,6400,140,140,0
1807817,Bio Ionic,Hair Dryers,4,41,3600,24,24,0
1807890,shu uemura,Shampoo,4.5,100,247,49,49,0
1807908,shu uemura,Conditioner,3,2,152,59,59,0
1807916,shu uemura,Scalp & Hair Treatments,4.5,96,551,69,69,0
1808054,Juliette Has a Gun,Perfume,4.5,73,5100,28,28,1
1808054,Juliette Has a Gun,Rollerballs & Travel Size,4.5,26,3400,28,28,1
1808088,TOM FORD,Perfume,4,161,15600,240,240,0
1808419,philosophy,Moisturizers,4,143,5300,37,37,0
1808641,St. Tropez,Self Tanners,3.5,24,1000,42,42,0
1808666,St. Tropez,Self Tanners,4,16,1500,35,35,0
1808674,St. Tropez,Self Tanners,4,184,6000,44,44,0
1808898,Algenist,Color Correct,4,46,3900,38,38,0
1808955,Verb,Hair Masks,4.5,304,17900,18,18,0
1809003,Kate Somerville,Moisturizers,4,524,15600,65,65,0
1809193,Too Faced,Mascara,3,3000,81100,25,25,0
1809235,Dr. Dennis Gross Skincare,Face Sunscreen,4,51,4000,42,42,0
1809276,LASHFOOD,Mascara,4,156,15700,20,20,0
1809318,Peter Thomas Roth,Eye Creams & Treatments,4,264,31800,75,75,0
1809383,CLINIQUE,Face Sunscreen,3.5,45,4900,28.5,28.5,0
1809409,CLINIQUE,Face Sunscreen,4.5,19,2200,32,32,0
1809516,St. Tropez,For Body,4.5,409,17500,32,32,0
1809557,LANCER Skincare,Face Serums,4,7,2000,275,275,0
1809698,Bobbi Brown,Highlighter,4,65,13100,54,54,0
1809748,Bobbi Brown,Face Brushes,4,6,1500,60,60,0
1809862,Bobbi Brown,Eyebrow,3,34,3400,26,26,0
1809938,Bobbi Brown,Eye Brushes,4,10,1900,41,41,1
1810688,Montblanc,Cologne,5,28,1500,75,75,0
1810696,BURBERRY,Cologne,5,36,2200,71,71,0
1810704,Clarins,Moisturizers,3.5,18,3100,55,55,0
1810712,Yves Saint Laurent,Cologne,5,23,1600,80,80,0
1810787,KVD Vegan Beauty,Concealer,4.5,4000,134900,27,27,0
1811058,SK-II,Face Serums,4.5,66,4500,199,199,0
1811173,Yves Saint Laurent,Perfume,4.5,260,11200,94,94,1
1811652,Armani Beauty,Cologne,5,26,1800,95,95,0
1811926,Smashbox,Eye Primer,3.5,85,5200,23,23,0
1812387,Dior,Mascara,4.5,720,49800,29.5,29.5,0
1812965,tarte,Lip Stain,4,275,34500,24,24,0
1813229,KEVYN AUCOIN,Mascara,3.5,60,2500,29,29,0
1813757,TOM FORD,Lipstick,4,34,17400,55,55,0
1814003,Wander Beauty,Eyebrow,4.5,53,3300,21,21,0
1814326,Urban Decay,Bronzer,4.5,207,28700,31,31,0
1814474,shu uemura,Dry Shampoo,4,7,611,39,39,0
1814730,Dior,Perfume,4.5,62,6000,135,135,0
1814755,Clarisonic Skincare,Facial Cleansing Brushes,5,2,0,27,27,0
1814821,Clarins,Cellulite & Stretch Marks,4.5,19,6300,71,71,0
1814854,Algenist,Moisturizers,4,93,3200,58,58,0
1814862,Algenist,Face Masks,3.5,54,2100,48,48,0
1814912,Origins,Face Oils,4.5,8,1600,58,58,0
1815109,CLINIQUE,Setting Spray & Powder,4,32,3400,28.5,28.5,0
1815208,dpHUE,Scalp & Hair Treatments,4,741,29200,35,35,0
1815224,dpHUE,Scalp & Hair Treatments,4,55,6700,30,30,0
1815380,CLINIQUE,Makeup Removers,4,1,0,26,26,0
1815851,Peter Thomas Roth,Eye Creams & Treatments,4,47,5200,55,55,0
1815943,SEPHORA COLLECTION,False Eyelashes,4.5,852,66300,9,9,1
1815968,DevaCurl,Hair Masks,3.5,105,8800,28,28,0
1815984,DevaCurl,Value & Gift Sets,4,99,12400,35,49,0
1816438,Lancôme,Mascara,4,103,4100,32,32,0
1816834,Marvis,Teeth Whitening,4,22,2800,6,6,0
1817287,HUM Nutrition,Beauty Supplements,4,167,10700,10,10,0
1817311,NARS,Bronzer,4,168,16500,59,59,0
1817378,Givenchy,Bronzer,4,60,13000,53,53,0
1818277,SEPHORA COLLECTION,Lip Stain,4.5,444,21600,12,12,1
1818772,Guerlain,Face Serums,4.5,39,24900,29.5,29.5,0
1819267,DOLCE&GABBANA,Rollerballs & Travel Size,4.5,95,3900,29,29,0
1819515,COOLA,Face Sunscreen,4,133,8400,42,42,0
1819549,COOLA,BB & CC Creams,4,185,11800,52,52,1
1819556,Ralph Lauren,Cologne,4.5,613,1200,77,77,0
1819655,BVLGARI,Cologne,5,4,446,72,72,0
1819945,Clarins,Eye Creams & Treatments,3.5,10,1500,66,66,0
1819952,Clarins,Face Masks,5,14,4500,61,61,0
1819960,Herbivore,Face Wash & Cleansers,4.5,276,24400,12,12,0
1820232,DevaCurl,Hair Styling Products,4,121,6700,24,24,0
1820257,DevaCurl,Hair Styling Products,3.5,42,4200,22,22,0
1820265,DevaCurl,Hair,4,23,5100,10,10,0
1820273,DevaCurl,Hair Styling Products,4,297,16000,24,24,0
1820307,DevaCurl,Hair Styling Products,4,118,5900,22,22,0
1820315,DevaCurl,Leave-In Conditioner,4,140,11700,20,20,0
1820323,DevaCurl,Hair Styling Products,4.5,340,14700,28,28,0
1820331,DevaCurl,Hair Styling Products,3.5,119,6800,20,20,0
1820349,DevaCurl,Hair Styling Products,4,29,3300,20,20,0
1820356,DevaCurl,Hair Styling Products,3.5,89,6800,26,26,0
1820372,DevaCurl,Hair Spray,3.5,31,2500,25,25,0
1820406,Anastasia Beverly Hills,Eye Palettes,5,8000,470200,42,42,0
1820414,Anastasia Beverly Hills,Eyeliner,3.5,47,5900,18,18,0
1820745,Benefit Cosmetics,Eyebrow,4,305,20300,28,28,0
1820851,Benefit Cosmetics,Tweezers & Eyebrow Tools,4.5,40,7800,20,20,0
1820927,Benefit Cosmetics,Eyebrow,4.5,94,13100,22,22,0
1820935,Benefit Cosmetics,Eyebrow,4,42,11700,22,22,0
1820943,Josie Maran,Foundation,4,1000,17100,45,45,0
1821016,Josie Maran,Mascara,3.5,729,10500,22,22,0
1821446,Laura Mercier,Lip Gloss,4.5,1000,37400,28,28,0
1821461,Laura Mercier,Highlighter,4,375,86800,45,45,1
1821495,Laura Mercier,Blush,4.5,30,3400,42,42,0
1821511,Tata Harper,Face Masks,4,107,15800,72,72,0
1821669,KEVYN AUCOIN,Lipstick,4.5,29,12000,35,35,0
1821974,KEVYN AUCOIN,Blush,4.5,12,6700,37,37,0
1822162,KVD Vegan Beauty,Setting Spray & Powder,4,517,43800,29,29,1
1822204,KVD Vegan Beauty,Setting Spray & Powder,4,2000,81700,31,31,0
1822212,KVD Vegan Beauty,Face Brushes,5,1000,35500,38,38,0
1822238,KVD Vegan Beauty,Face Brushes,4.5,334,37600,34,34,0
1822246,KVD Vegan Beauty,Eye Brushes,4.5,1000,28800,24,24,0
1822345,Benefit Cosmetics,Mirrors & Sharpeners,4.5,48,6100,5,5,0
1822352,Benefit Cosmetics,Eye Brushes,4.5,62,9700,20,20,0
1822360,Benefit Cosmetics,Eyebrow,4,166,15300,24,24,0
1822683,Fresh,Toners,4,147,8400,38,38,0
1822691,Fresh,Face Masks,4.5,792,86500,58,58,0
1822709,Fresh,Skincare,4.5,19,0,23,23,0
1822725,Fresh,Face Masks,4,515,37900,62,62,0
1822733,Fresh,Face Wash & Cleansers,4,123,7900,38,38,0
1822774,Fresh,Moisturizers,4,39,7300,38,38,1
1823095,Algenist,Face Masks,4.5,55,6000,55,55,0
1823368,Verb,Conditioner,4,69,4400,18,18,0
1823376,Verb,Shampoo,4,144,7700,18,18,0
1824390,Dior,Body Sprays & Deodorant,5,12,2100,25,25,0
1824408,Dior,Bath & Shower,5,6,1500,40,40,0
1824416,Dior,Aftershave,5,3,455,60,60,0
1824648,Estée Lauder,Face Wash & Cleansers,4,22,1700,32,32,0
1824671,Lab Series For Men,Moisturizer & Treatments,4.5,3,638,33,33,0
1824689,Lab Series For Men,Moisturizer & Treatments,0,0,262,55,55,0
1824739,Lab Series For Men,Moisturizer & Treatments,5,2,392,65,65,0
1825181,TokyoMilk,Perfume,4,76,2300,42,42,0
1825306,Rahua,Shampoo,3.5,143,3600,34,34,0
1825314,Rahua,Conditioner,3.5,68,3100,36,36,0
1825322,Rahua,Scalp & Hair Treatments,4.5,23,4700,45,45,0
1825330,Rahua,Scalp & Hair Treatments,4.5,18,2600,175,175,0
1825348,Rahua,Hair Styling Products,3.5,5,890,32,32,0
1825355,Rahua,Shampoo,3.5,40,2300,34,34,0
1825363,Rahua,Conditioner,4,18,1500,36,36,0
1825371,Rahua,Scalp & Hair Treatments,3,159,2800,58,58,0
1825389,Rahua,Hair Styling Products,3,6,835,37,37,0
1825397,Rahua,Dry Shampoo,4,10,1600,32,32,0
1825405,Rahua,Hair,3,6,1200,9,9,0
1825447,Rahua,Body Wash & Shower Gel,4.5,18,1800,30,30,0
1825579,Rahua,Value & Gift Sets,3.5,9,2500,34,34,0
1826148,Origins,Moisturizers,4.5,45,7400,62,62,0
1826155,Origins,Moisturizers,4.5,33,5000,62,62,0
1826163,Origins,Night Creams,4.5,17,4500,62,62,0
1826262,Qhemet Biologics,Deodorant & Antiperspirant,4,46,2000,16,16,0
1826437,GLAMGLOW,Moisturizers,4,1000,73100,49,49,0
1826536,ghd,Value & Gift Sets,4,16,6800,199,276,1
1826569,Tatcha,Face Sunscreen,4.5,500,58400,65,65,1
1826635,Rahua,Hair Styling Products,3.5,7,1500,105,105,0
1827062,tarte,Eyeliner,4.5,991,54500,24,24,0
1827252,Hourglass,Foundation,4,6000,248800,46,46,0
1827633,Urban Decay,Lipstick,4.5,2000,487100,19,19,0
1829233,NAILS INC.,Nail,4,33,9300,15,15,0
1829274,SEPHORA COLLECTION,Face Primer,4,1000,10900,15,15,1
1829472,CLINIQUE,Moisturizers,3.5,578,19800,30.5,30.5,1
1829498,CLINIQUE,Face Masks,4.5,90,7800,28.5,28.5,0
1829506,CLINIQUE,Exfoliators,3.5,35,2100,17,17,0
1829563,CLINIQUE,Face Wash & Cleansers,4.5,363,14600,19.5,19.5,0
1829597,KVD Vegan Beauty,Face Brushes,4.5,86,23800,32,32,0
1830025,Earth’s Nectar,Conditioner,3.5,4,602,23.5,23.5,0
1830314,Ciaté London,Lipstick,4,22,8300,20,20,1
1830439,OUAI,Hair,3.5,1000,22800,12,12,0
1830447,OUAI,Hair,3.5,74,8100,12,12,0
1830686,NEST New York,Candles & Home Scents,3.5,18,1700,42,42,0
1830702,NEST New York,Candles & Home Scents,3.5,11,938,48,48,0
1830892,Perricone MD,Eye Creams & Treatments,3.5,66,4200,55,55,0
1831395,MAKE UP FOR EVER,Mascara,4,491,10400,25,25,1
1832021,Drybar,Hair Primers,4,390,19500,24,24,0
1832278,Fresh,Candles & Home Scents,4.5,18,1400,60,60,0
1832286,Fresh,Candles & Home Scents,5,2,1200,60,60,0
1832294,Fresh,Candles & Home Scents,1,1,321,60,60,0
1832302,Fresh,Candles & Home Scents,3.5,3,673,60,60,0
1832310,Fresh,Candles & Home Scents,3.5,5,923,60,60,0
1832336,Fresh,Candles & Home Scents,3.5,13,1000,60,60,0
1832344,Fresh,Candles & Home Scents,4.5,4,763,60,60,0
1832377,Reverie,Hair Oil,4,24,3900,52,52,0
1833136,Bumble and bumble,Conditioner,4,140,12700,34,34,0
1833151,Bumble and bumble,Hair Masks,3.5,195,5200,43,43,0
1833169,Bumble and bumble,Hair Spray,4,42,3600,32,32,0
1833193,Bumble and bumble,Hair,3.5,24,2600,16,16,0
1833409,HUDA BEAUTY,Lip Liner,4,414,69600,19,19,0
1833433,Laura Mercier,Eye Palettes,3.5,39,14500,55,55,1
1833508,rms beauty,Highlighter,4.5,348,49100,38,38,0
1833532,rms beauty,Concealer,4,516,51700,36,36,0
1833565,rms beauty,Bronzer,4.5,111,10700,28,28,0
1833573,rms beauty,Highlighter,0,0,226,38,38,0
1833581,rms beauty,Face Brushes,4,38,9000,38,38,0
1833599,rms beauty,Face Oils,4.5,71,10800,78,78,0
1833607,rms beauty,Makeup Removers,3.5,75,4100,16,16,0
1833623,T3,Hair Straighteners & Flat Irons,3,95,10800,180,180,0
1833656,Yves Saint Laurent,Lotions & Oils,4,20,4000,50,50,0
